"year","borough","neighborhood_u_h_f","sex","race_ethnicity","total_number_of_hiv_diagnoses","hiv_diagnoses_per_100_000_population","total_number_of_concurrent_hiv_aids_diagnoses","proportion_of_concurrent_hiv_aids_diagnoses_among_all_hiv_diagnoses","total_number_of_aids_diagnoses","aids_diagnoses_per_100_000_population","uhf_label"
2018,"Brooklyn","East Flatbush -
Flatbush","Female","All",25,18.1,3,12,16,11.6,207
2018,"Brooklyn","East Flatbush -
Flatbush","Female","Asian/Pacific
Islander",0,0,0,NA,0,0,207
2018,"Brooklyn","East Flatbush -
Flatbush","Female","Black",23,23.5,3,13,13,13.3,207
2018,"Brooklyn","East Flatbush -
Flatbush","Female","Latino/Hispanic",2,15.1,0,0,3,22.7,207
2018,"Brooklyn","East Flatbush -
Flatbush","Female","Other/Unknown",0,0,0,NA,0,0,207
2018,"Brooklyn","East Flatbush -
Flatbush","Female","White",0,0,0,NA,0,0,207
2018,"Brooklyn","East Flatbush -
Flatbush","Male","All",69,62.2,13,18.8,36,32.5,207
2018,"Brooklyn","East Flatbush -
Flatbush","Male","Asian/Pacific
Islander",3,71.3,1,33.3,1,23.8,207
2018,"Brooklyn","East Flatbush -
Flatbush","Male","Black",50,67.6,10,20,27,36.5,207
2018,"Brooklyn","East Flatbush -
Flatbush","Male","Latino/Hispanic",12,104.4,2,16.7,6,52.2,207
2018,"Brooklyn","East Flatbush -
Flatbush","Male","Other/Unknown",0,0,0,NA,0,0,207
2018,"Brooklyn","East Flatbush -
Flatbush","Male","White",4,20.3,0,0,2,10.2,207
2018,"Brooklyn","East New York","All","All",61,39.3,13,21.3,30,19.3,204
2018,"Brooklyn","East New York","All","Asian/Pacific
Islander",0,0,0,NA,1,12.4,204
2018,"Brooklyn","East New York","All","Black",38,45.2,9,23.7,23,27.3,204
2018,"Brooklyn","East New York","All","Latino/Hispanic",21,38.1,4,19,5,9.1,204
2018,"Brooklyn","East New York","All","Other/Unknown",0,0,0,NA,1,67.4,204
2018,"Brooklyn","East New York","All","White",2,31.5,0,0,0,0,204
2018,"Brooklyn","East New York","Female","All",11,12.9,2,18.2,7,8.2,204
2018,"Brooklyn","East New York","Female","Asian/Pacific
Islander",0,0,0,NA,0,0,204
2018,"Brooklyn","East New York","Female","Black",8,16.8,2,25,7,14.7,204
2018,"Brooklyn","East New York","Female","Latino/Hispanic",3,10.2,0,0,0,0,204
2018,"Brooklyn","East New York","Female","Other/Unknown",0,0,0,NA,0,0,204
2018,"Brooklyn","East New York","Female","White",0,0,0,NA,0,0,204
2018,"Brooklyn","East New York","Male","All",50,71.5,11,22,23,32.9,204
2018,"Brooklyn","East New York","Male","Asian/Pacific
Islander",0,0,0,NA,1,24.9,204
2018,"Brooklyn","East New York","Male","Black",30,82.5,7,23.3,16,44,204
2018,"Brooklyn","East New York","Male","Latino/Hispanic",18,69.9,4,22.2,5,19.4,204
2018,"Brooklyn","East New York","Male","Other/Unknown",0,0,0,NA,1,149,204
2018,"Brooklyn","East New York","Male","White",2,64.5,0,0,0,0,204
2018,"Brooklyn","Greenpoint","All","All",11,9.3,3,27.3,11,9.3,201
2018,"Brooklyn","Greenpoint","All","Asian/Pacific
Islander",0,0,0,NA,0,0,201
2018,"Brooklyn","Greenpoint","All","Black",1,23.8,0,0,2,47.6,201
2018,"Brooklyn","Greenpoint","All","Latino/Hispanic",7,26.3,2,28.6,7,26.3,201
2018,"Brooklyn","Greenpoint","All","Other/Unknown",0,0,0,NA,1,39.1,201
2018,"Brooklyn","Greenpoint","All","White",3,3.9,1,33.3,1,1.3,201
2018,"Brooklyn","Greenpoint","Female","All",1,1.7,0,0,1,1.7,201
2018,"Brooklyn","Greenpoint","Female","Asian/Pacific
Islander",0,0,0,NA,0,0,201
2018,"Brooklyn","Greenpoint","Female","Black",0,0,0,NA,0,0,201
2018,"Brooklyn","Greenpoint","Female","Latino/Hispanic",1,7.1,0,0,0,0,201
2018,"Brooklyn","Greenpoint","Female","Other/Unknown",0,0,0,NA,1,72.4,201
2018,"Brooklyn","Greenpoint","Female","White",0,0,0,NA,0,0,201
2018,"Brooklyn","Greenpoint","Male","All",10,17.2,3,30,10,17.2,201
2018,"Brooklyn","Greenpoint","Male","Asian/Pacific
Islander",0,0,0,NA,0,0,201
2018,"Brooklyn","Greenpoint","Male","Black",1,48.9,0,0,2,97.8,201
2018,"Brooklyn","Greenpoint","Male","Latino/Hispanic",6,48,2,33.3,7,56,201
2018,"Brooklyn","Greenpoint","Male","Other/Unknown",0,0,0,NA,0,0,201
2018,"Brooklyn","Greenpoint","Male","White",3,7.6,1,33.3,1,2.5,201
2018,"Brooklyn","Sunset Park","All","All",19,19.3,5,26.3,12,12.2,205
2018,"Brooklyn","Sunset Park","All","Asian/Pacific
Islander",5,13.8,1,20,4,11,205
2018,"Brooklyn","Sunset Park","All","Black",0,0,0,NA,0,0,205
2018,"Brooklyn","Sunset Park","All","Latino/Hispanic",10,24.2,4,40,6,14.5,205
2018,"Brooklyn","Sunset Park","All","Other/Unknown",0,0,0,NA,0,0,205
2018,"Brooklyn","Sunset Park","All","White",4,24,0,0,2,12,205
2018,"Brooklyn","Sunset Park","Female","All",2,4.1,0,0,1,2.1,205
2018,"Brooklyn","Sunset Park","Female","Asian/Pacific
Islander",1,5.4,0,0,0,0,205
2018,"Brooklyn","Sunset Park","Female","Black",0,0,0,NA,0,0,205
2018,"Brooklyn","Sunset Park","Female","Latino/Hispanic",1,5.1,0,0,1,5.1,205
2018,"Brooklyn","Sunset Park","Female","Other/Unknown",0,0,0,NA,0,0,205
2018,"Brooklyn","Sunset Park","Female","White",0,0,0,NA,0,0,205
2018,"Brooklyn","Sunset Park","Male","All",17,33.9,5,29.4,11,22,205
2018,"Brooklyn","Sunset Park","Male","Asian/Pacific
Islander",4,22.6,1,25,4,22.6,205
2018,"Brooklyn","Sunset Park","Male","Black",0,0,0,NA,0,0,205
2018,"Brooklyn","Sunset Park","Male","Latino/Hispanic",9,41.5,4,44.4,5,23.1,205
2018,"Brooklyn","Sunset Park","Male","Other/Unknown",0,0,0,NA,0,0,205
2018,"Brooklyn","Sunset Park","Male","White",4,47.5,0,0,2,23.7,205
2018,"Brooklyn","Williamsburg -
Bushwick","All","All",77,43.1,14,18.2,36,20.1,211
2018,"Brooklyn","Williamsburg -
Bushwick","All","Asian/Pacific
Islander",4,35.3,2,50,2,17.7,211
2018,"Brooklyn","Williamsburg -
Bushwick","All","Black",35,73,9,25.7,25,52.2,211
2018,"Brooklyn","Williamsburg -
Bushwick","All","Latino/Hispanic",22,29.7,3,13.6,9,12.2,211
2018,"Brooklyn","Williamsburg -
Bushwick","All","Other/Unknown",1,32.8,0,0,0,0,211
2018,"Brooklyn","Williamsburg -
Bushwick","All","White",15,35.3,0,0,0,0,211
2018,"Brooklyn","Williamsburg -
Bushwick","Female","All",11,11.9,3,27.3,8,8.7,211
2018,"Brooklyn","Williamsburg -
Bushwick","Female","Asian/Pacific
Islander",1,16.3,1,100,1,16.3,211
2018,"Brooklyn","Williamsburg -
Bushwick","Female","Black",9,33.8,2,22.2,6,22.6,211
2018,"Brooklyn","Williamsburg -
Bushwick","Female","Latino/Hispanic",1,2.6,0,0,1,2.6,211
2018,"Brooklyn","Williamsburg -
Bushwick","Female","Other/Unknown",0,0,0,NA,0,0,211
2018,"Brooklyn","Williamsburg -
Bushwick","Female","White",0,0,0,NA,0,0,211
2018,"Brooklyn","Williamsburg -
Bushwick","Male","All",66,76.2,11,16.7,28,32.3,211
2018,"Brooklyn","Williamsburg -
Bushwick","Male","Asian/Pacific
Islander",3,57.8,1,33.3,1,19.3,211
2018,"Brooklyn","Williamsburg -
Bushwick","Male","Black",26,121.9,7,26.9,19,89.1,211
2018,"Brooklyn","Williamsburg -
Bushwick","Male","Latino/Hispanic",21,59.1,3,14.3,8,22.5,211
2018,"Brooklyn","Williamsburg -
Bushwick","Male","Other/Unknown",1,74.1,0,0,0,0,211
2018,"Brooklyn","Williamsburg -
Bushwick","Male","White",15,64.7,0,0,0,0,211
2018,"Manhattan","Central Harlem -
Morningside Heights","All","All",77,49.5,14,18.2,39,25.1,302
2018,"Manhattan","Central Harlem -
Morningside Heights","All","Asian/Pacific
Islander",0,0,0,NA,1,10.4,302
2018,"Manhattan","Central Harlem -
Morningside Heights","All","Black",55,72.7,12,21.8,31,41,302
2018,"Manhattan","Central Harlem -
Morningside Heights","All","Latino/Hispanic",15,39.5,2,13.3,7,18.4,302
2018,"Manhattan","Central Harlem -
Morningside Heights","All","Other/Unknown",2,51.8,0,0,0,0,302
2018,"Manhattan","Central Harlem -
Morningside Heights","All","White",5,17.7,0,0,0,0,302
2018,"Manhattan","Central Harlem -
Morningside Heights","Female","All",18,21.3,4,22.2,16,18.9,302
2018,"Manhattan","Central Harlem -
Morningside Heights","Female","Asian/Pacific
Islander",0,0,0,NA,0,0,302
2018,"Manhattan","Central Harlem -
Morningside Heights","Female","Black",14,33.5,4,28.6,14,33.5,302
2018,"Manhattan","Central Harlem -
Morningside Heights","Female","Latino/Hispanic",3,14.5,0,0,2,9.7,302
2018,"Manhattan","Central Harlem -
Morningside Heights","Female","Other/Unknown",0,0,0,NA,0,0,302
2018,"Manhattan","Central Harlem -
Morningside Heights","Female","White",1,7,0,0,0,0,302
2018,"Manhattan","Central Harlem -
Morningside Heights","Male","All",59,83.2,10,16.9,23,32.4,302
2018,"Manhattan","Central Harlem -
Morningside Heights","Male","Asian/Pacific
Islander",0,0,0,NA,1,24.2,302
2018,"Manhattan","Central Harlem -
Morningside Heights","Male","Black",41,121.1,8,19.5,17,50.2,302
2018,"Manhattan","Central Harlem -
Morningside Heights","Male","Latino/Hispanic",12,69.3,2,16.7,5,28.9,302
2018,"Manhattan","Central Harlem -
Morningside Heights","Male","Other/Unknown",2,123.5,0,0,0,0,302
2018,"Manhattan","Central Harlem -
Morningside Heights","Male","White",4,28.5,0,0,0,0,302
2018,"Manhattan","Chelsea - Clinton","All","All",65,42.9,8,12.3,32,21.1,306
2018,"Manhattan","Chelsea - Clinton","All","Asian/Pacific
Islander",6,22.5,1,16.7,1,3.7,306
2018,"Manhattan","Chelsea - Clinton","All","Black",12,154,2,16.7,7,89.8,306
2018,"Manhattan","Chelsea - Clinton","All","Latino/Hispanic",22,95.8,2,9.1,12,52.2,306
2018,"Manhattan","Chelsea - Clinton","All","Other/Unknown",1,34.4,0,0,1,34.4,306
2018,"Manhattan","Chelsea - Clinton","All","White",24,26.4,3,12.5,11,12.1,306
2018,"Manhattan","Chelsea - Clinton","Female","All",2,2.7,1,50,3,4.1,306
2018,"Manhattan","Chelsea - Clinton","Female","Asian/Pacific
Islander",0,0,0,NA,0,0,306
2018,"Manhattan","Chelsea - Clinton","Female","Black",1,28,1,100,3,84.1,306
2018,"Manhattan","Chelsea - Clinton","Female","Latino/Hispanic",1,8.9,0,0,0,0,306
2018,"Manhattan","Chelsea - Clinton","Female","Other/Unknown",0,0,0,NA,0,0,306
2018,"Manhattan","Chelsea - Clinton","Female","White",0,0,0,NA,0,0,306
2018,"Manhattan","Chelsea - Clinton","Male","All",63,80.8,7,11.1,29,37.2,306
2018,"Manhattan","Chelsea - Clinton","Male","Asian/Pacific
Islander",6,50.3,1,16.7,1,8.4,306
2018,"Manhattan","Chelsea - Clinton","Male","Black",11,260.4,1,9.1,4,94.7,306
2018,"Manhattan","Chelsea - Clinton","Male","Latino/Hispanic",21,178.1,2,9.5,12,101.8,306
2018,"Manhattan","Chelsea - Clinton","Male","Other/Unknown",1,71.7,0,0,1,71.7,306
2018,"Manhattan","Chelsea - Clinton","Male","White",24,49.4,3,12.5,11,22.6,306
2018,"Manhattan","East Harlem","All","All",37,38.7,10,27,32,33.5,303
2018,"Manhattan","East Harlem","All","Asian/Pacific
Islander",5,64.2,4,80,4,51.3,303
2018,"Manhattan","East Harlem","All","Black",18,62.4,4,22.2,20,69.4,303
2018,"Manhattan","East Harlem","All","Latino/Hispanic",10,23.2,1,10,7,16.2,303
2018,"Manhattan","East Harlem","All","Other/Unknown",0,0,0,NA,0,0,303
2018,"Manhattan","East Harlem","All","White",4,27.5,1,25,1,6.9,303
2018,"Manhattan","East Harlem","Female","All",7,13.8,2,28.6,6,11.8,303
2018,"Manhattan","East Harlem","Female","Asian/Pacific
Islander",0,0,0,NA,0,0,303
2018,"Manhattan","East Harlem","Female","Black",5,31.2,1,20,4,25,303
2018,"Manhattan","East Harlem","Female","Latino/Hispanic",1,4.4,0,0,1,4.4,303
2018,"Manhattan","East Harlem","Female","Other/Unknown",0,0,0,NA,0,0,303
2018,"Manhattan","East Harlem","Female","White",1,13.9,1,100,1,13.9,303
2018,"Manhattan","East Harlem","Male","All",30,67.1,8,26.7,26,58.2,303
2018,"Manhattan","East Harlem","Male","Asian/Pacific
Islander",5,141.1,4,80,4,112.9,303
2018,"Manhattan","East Harlem","Male","Black",13,101.3,3,23.1,16,124.7,303
2018,"Manhattan","East Harlem","Male","Latino/Hispanic",9,44,1,11.1,6,29.3,303
2018,"Manhattan","East Harlem","Male","Other/Unknown",0,0,0,NA,0,0,303
2018,"Manhattan","East Harlem","Male","White",3,40.9,0,0,0,0,303
2018,"Manhattan","Gramercy Park -
Murray Hill","All","All",7,5.6,3,42.9,11,8.7,307
2018,"Manhattan","Gramercy Park -
Murray Hill","All","Asian/Pacific
Islander",0,0,0,NA,0,0,307
2018,"Manhattan","Gramercy Park -
Murray Hill","All","Black",3,56.1,2,66.7,5,93.5,307
2018,"Manhattan","Gramercy Park -
Murray Hill","All","Latino/Hispanic",0,0,0,NA,1,9.7,307
2018,"Manhattan","Gramercy Park -
Murray Hill","All","Other/Unknown",0,0,0,NA,0,0,307
2018,"Manhattan","Gramercy Park -
Murray Hill","All","White",4,4.7,1,25,5,5.8,307
2018,"Manhattan","Gramercy Park -
Murray Hill","Female","All",1,1.5,1,100,1,1.5,307
2018,"Manhattan","Gramercy Park -
Murray Hill","Female","Asian/Pacific
Islander",0,0,0,NA,0,0,307
2018,"Manhattan","Gramercy Park -
Murray Hill","Female","Black",0,0,0,NA,0,0,307
2018,"Manhattan","Gramercy Park -
Murray Hill","Female","Latino/Hispanic",0,0,0,NA,0,0,307
2018,"Manhattan","Gramercy Park -
Murray Hill","Female","Other/Unknown",0,0,0,NA,0,0,307
2018,"Manhattan","Gramercy Park -
Murray Hill","Female","White",1,2.2,1,100,1,2.2,307
2018,"Manhattan","Gramercy Park -
Murray Hill","Male","All",6,10.3,2,33.3,10,17.2,307
2018,"Manhattan","Gramercy Park -
Murray Hill","Male","Asian/Pacific
Islander",0,0,0,NA,0,0,307
2018,"Manhattan","Gramercy Park -
Murray Hill","Male","Black",3,103.7,2,66.7,5,172.9,307
2018,"Manhattan","Gramercy Park -
Murray Hill","Male","Latino/Hispanic",0,0,0,NA,1,20,307
2018,"Manhattan","Gramercy Park -
Murray Hill","Male","Other/Unknown",0,0,0,NA,0,0,307
2018,"Manhattan","Gramercy Park -
Murray Hill","Male","White",3,7.5,0,0,4,10,307
2018,"Manhattan","Greenwich Village -
Soho","All","All",12,16.1,2,16.7,5,6.7,308
2018,"Manhattan","Greenwich Village -
Soho","All","Asian/Pacific
Islander",0,0,0,NA,0,0,308
2018,"Manhattan","Greenwich Village -
Soho","All","Black",3,162.1,1,33.3,2,108.1,308
2018,"Manhattan","Greenwich Village -
Soho","All","Latino/Hispanic",4,75.1,0,0,1,18.8,308
2018,"Manhattan","Greenwich Village -
Soho","All","Other/Unknown",1,56.7,1,100,1,56.7,308
2018,"Manhattan","Greenwich Village -
Soho","All","White",4,7.7,0,0,1,1.9,308
2018,"Manhattan","Greenwich Village -
Soho","Female","All",1,2.7,0,0,0,0,308
2018,"Manhattan","Greenwich Village -
Soho","Female","Asian/Pacific
Islander",0,0,0,NA,0,0,308
2018,"Manhattan","Greenwich Village -
Soho","Female","Black",1,153.9,0,0,0,0,308
2018,"Manhattan","Greenwich Village -
Soho","Female","Latino/Hispanic",0,0,0,NA,0,0,308
2018,"Manhattan","Greenwich Village -
Soho","Female","Other/Unknown",0,0,0,NA,0,0,308
2018,"Manhattan","Greenwich Village -
Soho","Female","White",0,0,0,NA,0,0,308
2018,"Manhattan","Greenwich Village -
Soho","Male","All",11,29.7,2,18.2,5,13.5,308
2018,"Manhattan","Greenwich Village -
Soho","Male","Asian/Pacific
Islander",0,0,0,NA,0,0,308
2018,"Manhattan","Greenwich Village -
Soho","Male","Black",2,166.6,1,50,2,166.6,308
2018,"Manhattan","Greenwich Village -
Soho","Male","Latino/Hispanic",4,137.9,0,0,1,34.5,308
2018,"Manhattan","Greenwich Village -
Soho","Male","Other/Unknown",1,133.2,1,100,1,133.2,308
2018,"Manhattan","Greenwich Village -
Soho","Male","White",4,15.3,0,0,1,3.8,308
2018,"Manhattan","Lower Manhattan","All","All",10,17.7,0,0,2,3.5,310
2018,"Manhattan","Lower Manhattan","All","Asian/Pacific
Islander",0,0,0,NA,1,7.7,310
2018,"Manhattan","Lower Manhattan","All","Black",1,37,0,0,0,0,310
2018,"Manhattan","Lower Manhattan","All","Latino/Hispanic",6,109.2,0,0,0,0,310
2018,"Manhattan","Lower Manhattan","All","Other/Unknown",0,0,0,NA,0,0,310
2018,"Manhattan","Lower Manhattan","All","White",3,8.8,0,0,1,2.9,310
2018,"Manhattan","Lower Manhattan","Female","All",0,0,0,NA,0,0,310
2018,"Manhattan","Lower Manhattan","Female","Asian/Pacific
Islander",0,0,0,NA,0,0,310
2018,"Manhattan","Lower Manhattan","Female","Black",0,0,0,NA,0,0,310
2018,"Manhattan","Lower Manhattan","Female","Latino/Hispanic",0,0,0,NA,0,0,310
2018,"Manhattan","Lower Manhattan","Female","Other/Unknown",0,0,0,NA,0,0,310
2018,"Manhattan","Lower Manhattan","Female","White",0,0,0,NA,0,0,310
2018,"Manhattan","Lower Manhattan","Male","All",10,36.3,0,0,2,7.3,310
2018,"Manhattan","Lower Manhattan","Male","Asian/Pacific
Islander",0,0,0,NA,1,17.8,310
2018,"Manhattan","Lower Manhattan","Male","Black",1,72.6,0,0,0,0,310
2018,"Manhattan","Lower Manhattan","Male","Latino/Hispanic",6,233.2,0,0,0,0,310
2018,"Manhattan","Lower Manhattan","Male","Other/Unknown",0,0,0,NA,0,0,310
2018,"Manhattan","Lower Manhattan","Male","White",3,17.2,0,0,1,5.7,310
2018,"Manhattan","Union Square -
Lower East Side","All","All",21,12.4,3,14.3,13,7.7,309
2018,"Manhattan","Union Square -
Lower East Side","All","Asian/Pacific
Islander",5,11.9,0,0,1,2.4,309
2018,"Manhattan","Union Square -
Lower East Side","All","Black",7,60.8,0,0,0,0,309
2018,"Manhattan","Union Square -
Lower East Side","All","Latino/Hispanic",5,15,2,40,8,24,309
2018,"Manhattan","Union Square -
Lower East Side","All","Other/Unknown",0,0,0,NA,0,0,309
2018,"Manhattan","Union Square -
Lower East Side","All","White",4,5.1,1,25,4,5.1,309
2018,"Manhattan","Union Square -
Lower East Side","Female","All",4,4.5,0,0,2,2.2,309
2018,"Manhattan","Union Square -
Lower East Side","Female","Asian/Pacific
Islander",1,4.3,0,0,0,0,309
2018,"Manhattan","Union Square -
Lower East Side","Female","Black",2,33.5,0,0,0,0,309
2018,"Manhattan","Union Square -
Lower East Side","Female","Latino/Hispanic",1,5.5,0,0,2,10.9,309
2018,"Manhattan","Union Square -
Lower East Side","Female","Other/Unknown",0,0,0,NA,0,0,309
2018,"Manhattan","Union Square -
Lower East Side","Female","White",0,0,0,NA,0,0,309
2018,"Manhattan","Union Square -
Lower East Side","Male","All",17,21.4,3,17.6,11,13.8,309
2018,"Manhattan","Union Square -
Lower East Side","Male","Asian/Pacific
Islander",4,20.9,0,0,1,5.2,309
2018,"Manhattan","Union Square -
Lower East Side","Male","Black",5,90.1,0,0,0,0,309
2018,"Manhattan","Union Square -
Lower East Side","Male","Latino/Hispanic",4,26.6,2,50,6,40,309
2018,"Manhattan","Union Square -
Lower East Side","Male","Other/Unknown",0,0,0,NA,0,0,309
2018,"Manhattan","Union Square -
Lower East Side","Male","White",4,10.4,1,25,4,10.4,309
2018,"Manhattan","Upper East Side","All","All",16,8.5,2,12.5,9,4.8,305
2018,"Manhattan","Upper East Side","All","Asian/Pacific
Islander",0,0,0,NA,0,0,305
2018,"Manhattan","Upper East Side","All","Black",4,85.7,0,0,3,64.2,305
2018,"Manhattan","Upper East Side","All","Latino/Hispanic",4,21.5,1,25,4,21.5,305
2018,"Manhattan","Upper East Side","All","Other/Unknown",1,30.1,0,0,0,0,305
2018,"Manhattan","Upper East Side","All","White",7,4.9,1,14.3,2,1.4,305
2018,"Manhattan","Upper East Side","Female","All",3,2.8,0,0,1,0.9,305
2018,"Manhattan","Upper East Side","Female","Asian/Pacific
Islander",0,0,0,NA,0,0,305
2018,"Manhattan","Upper East Side","Female","Black",0,0,0,NA,0,0,305
2018,"Manhattan","Upper East Side","Female","Latino/Hispanic",1,9.6,0,0,1,9.6,305
2018,"Manhattan","Upper East Side","Female","Other/Unknown",0,0,0,NA,0,0,305
2018,"Manhattan","Upper East Side","Female","White",2,2.5,0,0,0,0,305
2018,"Manhattan","Upper East Side","Male","All",13,15.8,2,15.4,8,9.7,305
2018,"Manhattan","Upper East Side","Male","Asian/Pacific
Islander",0,0,0,NA,0,0,305
2018,"Manhattan","Upper East Side","Male","Black",4,184.6,0,0,3,138.5,305
2018,"Manhattan","Upper East Side","Male","Latino/Hispanic",3,36.5,1,33.3,3,36.5,305
2018,"Manhattan","Upper East Side","Male","Other/Unknown",1,71.8,0,0,0,0,305
2018,"Manhattan","Upper East Side","Male","White",5,8,1,20,2,3.2,305
2018,"Manhattan","Upper West Side","All","All",31,16.1,6,19.4,18,9.4,304
2018,"Manhattan","Upper West Side","All","Asian/Pacific
Islander",2,9.9,2,100,2,9.9,304
2018,"Manhattan","Upper West Side","All","Black",8,65.6,1,12.5,6,49.2,304
2018,"Manhattan","Upper West Side","All","Latino/Hispanic",11,35.8,1,9.1,4,13,304
2018,"Manhattan","Upper West Side","All","Other/Unknown",1,34.9,0,0,0,0,304
2018,"Manhattan","Upper West Side","All","White",9,7.1,2,22.2,6,4.7,304
2018,"Manhattan","Upper West Side","Female","All",5,4.8,1,20,4,3.8,304
2018,"Manhattan","Upper West Side","Female","Asian/Pacific
Islander",1,8.2,1,100,1,8.2,304
2018,"Manhattan","Upper West Side","Female","Black",3,43.1,0,0,3,43.1,304
2018,"Manhattan","Upper West Side","Female","Latino/Hispanic",1,6,0,0,0,0,304
2018,"Manhattan","Upper West Side","Female","Other/Unknown",0,0,0,NA,0,0,304
2018,"Manhattan","Upper West Side","Female","White",0,0,0,NA,0,0,304
2018,"Manhattan","Upper West Side","Male","All",26,29.9,5,19.2,14,16.1,304
2018,"Manhattan","Upper West Side","Male","Asian/Pacific
Islander",1,12.6,1,100,1,12.6,304
2018,"Manhattan","Upper West Side","Male","Black",5,95.5,1,20,3,57.3,304
2018,"Manhattan","Upper West Side","Male","Latino/Hispanic",10,71.7,1,10,4,28.7,304
2018,"Manhattan","Upper West Side","Male","Other/Unknown",1,85,0,0,0,0,304
2018,"Manhattan","Upper West Side","Male","White",9,15.3,2,22.2,6,10.2,304
2018,"Manhattan","Washington Heights -
Inwood","All","All",90,38.7,14,15.6,40,17.2,301
2018,"Manhattan","Washington Heights -
Inwood","All","Asian/Pacific
Islander",2,22.6,0,0,0,0,301
2018,"Manhattan","Washington Heights -
Inwood","All","Black",22,85.6,5,22.7,13,50.6,301
2018,"Manhattan","Washington Heights -
Inwood","All","Latino/Hispanic",53,36.2,5,9.4,20,13.7,301
2018,"Manhattan","Washington Heights -
Inwood","All","Other/Unknown",1,32.4,0,0,0,0,301
2018,"Manhattan","Washington Heights -
Inwood","All","White",12,24.8,4,33.3,7,14.5,301
2018,"Manhattan","Washington Heights -
Inwood","Female","All",11,9.1,0,0,5,4.1,301
2018,"Manhattan","Washington Heights -
Inwood","Female","Asian/Pacific
Islander",0,0,0,NA,0,0,301
2018,"Manhattan","Washington Heights -
Inwood","Female","Black",1,7.3,0,0,0,0,301
2018,"Manhattan","Washington Heights -
Inwood","Female","Latino/Hispanic",9,11.8,0,0,5,6.5,301
2018,"Manhattan","Washington Heights -
Inwood","Female","Other/Unknown",0,0,0,NA,0,0,301
2018,"Manhattan","Washington Heights -
Inwood","Female","White",1,4.2,0,0,0,0,301
2018,"Manhattan","Washington Heights -
Inwood","Male","All",79,70.8,14,17.7,35,31.4,301
2018,"Manhattan","Washington Heights -
Inwood","Male","Asian/Pacific
Islander",2,52,0,0,0,0,301
2018,"Manhattan","Washington Heights -
Inwood","Male","Black",21,175.4,5,23.8,13,108.6,301
2018,"Manhattan","Washington Heights -
Inwood","Male","Latino/Hispanic",44,63,5,11.4,15,21.5,301
